txn_id,ts_utc,user_id,amount_vnd,merchant_id,merchant_cat,channel,device_id,device_os,is_new_device,ip_country,province,account_age_days,txn_count_24h,amount_avg_30d,status
TXN-2001728,2025-08-09 18:46:49,U955782,6278000,M001354,E-Commerce,ecom,d_01554,Android,0,VN,Đà Nẵng,873,4,11565523,completed
TXN-2016054,2025-08-09 21:03:17,U536830,948000,M026278,Food & Beverage,p2p,d_74a2d,Android,0,VN,An Giang,1501,5,1021655,completed
TXN-2018813,2025-08-09 22:44:25,U354269,4607000,M026942,Telco,p2p,d_c8916,web,0,VN,Bình Dương,1838,3,2787095,completed
TXN-2009209,2025-08-10 01:10:35,U164247,1289000,M020225,F&B,bill,d_1bebb,web,0,VN,Hồ Chí Minh,506,3,1839064,declined
TXN-2020117,2025-08-10 02:08:27,U635569,6926000,M020474,mobile_topup,ecom,d_3a221,web,0,VN,Hà Nội,1507,1,5065415,completed
TXN-2020275,2025-08-10 02:50:32,U777841,441000,M007143,E Commerce,qr,d_b90ef,iOS,0,VN,Lâm Đồng,335,7,676133,completed
TXN-2014074,2025-08-10 03:28:27,U866339,44000,M029202,,bill,d_24e53,Android,0,VN,Nghệ An,2064,4,37680,completed
TXN-2000415,2025-08-10 04:05:14,U686080,254000,M019665,Grocery,qr,d_cdf6d,Android,0,VN,Đồng Nai,928,7,162413,completed
TXN-2018297,2025-08-10 04:41:18,U215884,1672000,M024433,GROCERY,p2p,d_4039a,Android,0,VN,Hồ Chí Minh,1245,6,2324489,completed
TXN-2013330,2025-08-10 04:49:01,U945785,4054000,M026942,grocery,bill,d_21280,Android,0,VN,Hồ Chí Minh,1563,4,4396132,completed
TXN-2012791,2025-08-10 05:53:02,U343333,237000,M015905,GROCERY,p2p,d_c6855,Android,0,VN,Hà Nội,1557,1,291491,completed
TXN-2022119,2025-08-10 06:02:25,U806139,153000,M026914,UTIL,qr,d_0409f,web,0,VN,Đà Nẵng,879,6,131429,completed
TXN-2007491,2025-08-10 08:32:47,U261014,454000,M006057,utilities,qr,d_2686e,iOS,0,VN,Hồ Chí Minh,1266,6,337953,completed
TXN-2022302,2025-08-10 08:42:00,U417910,145000,M018485,food and beverage,p2p,d_5ca0a,Android,0,VN,Đồng Nai,2379,7,217582,completed
TXN-2000056,2025-08-10 08:47:49,U167018,813000,M027575,grocery,topup,d_821ab,Android,0,VN,Hồ Chí Minh,1609,6,1499758,completed
TXN-2013910,2025-08-10 10:25:26,U208175,2548000,M014357,GROCERY,bill,d_12bd0,iOS,0,VN,An Giang,1892,3,4368129,completed
TXN-2009807,2025-08-10 10:51:18,U116948,40000,M010274,FOOD_BEV,topup,d_a5371,iOS,0,VN,Cần Thơ,162,8,41460,completed
TXN-2002049,2025-08-10 11:05:33,U316597,1558000,M005377,utilities,bill,d_9771c,web,0,VN,An Giang,2164,7,2111250,completed
TXN-2017791,2025-08-10 12:00:54,U243336,199000,M007795,entertainment,topup,d_8b029,Android,1,VN,Hà Nội,1157,5,363519,completed
TXN-2023839,2025-08-10 12:02:11,U534565,925000,M025441,,bill,d_fffc0,Android,0,VN,Cần Thơ,733,4,1626495,completed
TXN-2007032,2025-08-10 12:23:47,U613162,180000,M006188,,topup,d_9e0a4,iOS,0,VN,Hà Nội,353,5,300923,completed
TXN-2020862,2025-08-10 12:35:14,U357794,48000,M029560,transport,ecom,d_77a32,Android,0,VN,Hồ Chí Minh,1071,4,68481,completed
TXN-2023253,2025-08-10 13:14:27,U240951,1938000,M018568,UTIL,p2p,d_a99f6,Android,0,VN,Thanh Hóa,1179,6,1517643,completed
TXN-2021182,2025-08-10 13:34:01,U495538,1357000,M001088,transport,p2p,d_889e9,Android,0,VN,Hà Nội,1622,2,2472819,completed
TXN-2014502,2025-08-10 15:26:17,U510058,245000,M002865,FOOD_BEV,qr,d_3e6ad,Android,0,VN,Hà Nội,651,2,335708,declined
TXN-2005799,2025-08-10 16:54:52,U417738,126000,M010112,FOOD_BEV,topup,d_24130,iOS,0,VN,Thanh Hóa,1256,2,137436,completed
TXN-2012123,2025-08-11 01:08:44,U514688,12137000,M001022,food_bev,p2p,d_c877d,Android,0,VN,Hồ Chí Minh,472,2,16108979,completed
TXN-2003027,2025-08-11 01:16:56,U380372,236000,M026121,bill_payment,topup,d_fb498,iOS,1,VN,Hồ Chí Minh,436,1,167266,completed
TXN-2005866,2025-08-11 01:18:57,U278563,179000,M020613,F&B,qr,d_82b71,Android,0,VN,Hà Nội,538,2,249058,completed
TXN-2017046,2025-08-11 01:51:22,U621792,5086000,M023916,E Commerce,p2p,d_18c97,iOS,0,VN,Hồ Chí Minh,470,5,9213316,completed
TXN-2001936,2025-08-11 02:52:15,U832935,1503000,M002846,ecommerce,qr,d_24f5c,iOS,0,VN,Hồ Chí Minh,1303,1,1059032,completed
TXN-2024921,2025-08-11 03:27:47,U335557,106000,M013707,Transport,topup,d_2a28d,Android,0,VN,Hồ Chí Minh,753,1,172904,completed
TXN-2021790,2025-08-11 03:28:21,U148851,72000,M003118,fnb,qr,d_79312,iOS,0,VN,Hồ Chí Minh,1171,4,64147,completed
TXN-2012704,2025-08-11 04:18:50,U589763,58000,M028535,fnb,qr,d_daa2c,Android,0,VN,Hồ Chí Minh,1552,6,70212,completed
TXN-2021560,2025-08-11 04:26:27,U766128,10000,M009903,grocery,topup,d_173cd,iOS,0,VN,Hồ Chí Minh,2014,2,15000,completed
TXN-2011074,2025-08-11 05:12:55,U748383,2406000,M002146,F&B,p2p,d_dac57,Android,1,VN,Hà Nội,417,7,3909211,completed
TXN-2015207,2025-08-11 05:53:22,U278009,54000,M002354,E-Commerce,qr,d_d1663,web,0,VN,Hà Nội,233,1,45695,completed
TXN-2015922,2025-08-11 05:54:35,U829040,1218000,M010135,groceries,ecom,,,,VN,Đồng Nai,1779,8,1202559,completed
TXN-2015105,2025-08-11 07:45:28,U489187,2326000,M004544,health,bill,d_9b019,web,0,VN,Hà Nội,1063,2,4278524,completed
TXN-2019671,2025-08-11 07:48:59,U278009,20615000,M013630,FOOD_BEV,p2p,d_e009e,iOS,0,VN,Hồ Chí Minh,67,5,14831530,completed
TXN-2017311,2025-08-11 11:19:43,U680948,258000,M007642,Transport,qr,d_c64db,Android,0,VN,Hồ Chí Minh,93,1,209202,completed
TXN-2007844,2025-08-11 11:21:23,U726197,133000,M017834,food_bev,qr,d_156a2,iOS,0,VN,Nghệ An,697,6,78249,completed
TXN-2022806,2025-08-11 12:10:54,U684907,1818000,M000305,food_bev,ecom,d_39a4b,web,0,VN,Hà Nội,912,6,1683257,completed
TXN-2002590,2025-08-11 12:43:58,U824441,564000,M004937,food_bev,qr,d_db97c,iOS,0,VN,Cần Thơ,756,2,349420,completed
TXN-2022860,2025-08-11 13:10:53,U498417,3318000,M006762,grocery,bill,d_b97db,Android,0,VN,Hồ Chí Minh,1745,8,6279948,completed
TXN-2022035,2025-08-11 13:39:18,U624882,142000,M021227,utilities,qr,d_5d070,Android,0,VN,Thanh Hóa,1048,4,156662,completed
TXN-2008731,2025-08-11 13:50:57,U848356,437000,M005760,telco,qr,d_15629,web,0,VN,Đà Nẵng,659,3,430120,completed
TXN-2013817,2025-08-11 17:07:50,U422872,238000,M022811,Grocery,topup,d_06ebf,Android,0,VN,Nghệ An,2243,8,262591,completed
TXN-2007735,2025-08-11 20:10:19,U250989,33000,M005279,ECOM,topup,d_f4011,Android,0,VN,Hồ Chí Minh,410,3,29902,completed
TXN-2011817,2025-08-11 23:57:20,U518900,265000,M024120,food and beverage,topup,d_bbd38,iOS,0,CN,Hà Nội,2146,3,400565,completed
TXN-2016807,2025-08-12 00:26:40,U982239,3159000,M015145,Food & Beverage,bill,d_5ae6e,iOS,1,VN,Hồ Chí Minh,1627,1,4758049,completed
TXN-2023861,2025-08-12 00:33:42,U127596,2872000,M023110,TELCO,p2p,d_503bf,iOS,1,VN,Hồ Chí Minh,2167,1,5331067,completed
TXN-2007544,2025-08-12 01:01:19,U606302,176000,M001316,fnb,topup,d_f8273,Android,1,VN,Hồ Chí Minh,2320,8,193955,completed
TXN-2017540,2025-08-12 01:21:02,U702227,591000,M004622,ecommerce,p2p,d_9769a,iOS,0,VN,Đà Nẵng,1837,6,897232,completed
TXN-2018713,2025-08-12 01:26:34,U224491,1755000,M001265,E-Commerce,p2p,d_80ccf,Android,0,TH,Nghệ An,2315,5,1106821,completed
TXN-2014179,2025-08-12 01:56:20,U846670,66000,M005763,TRAVEL,qr,d_dbea6,Android,0,VN,Đà Nẵng,2126,4,119713,completed
TXN-2006971,2025-08-12 02:21:12,U664309,801000,M010244,GROCERY,topup,d_0b35f,Android,0,VN,Cần Thơ,97,2,984226,completed
TXN-2006834,2025-08-12 02:41:18,U364255,2528000,M007494,,p2p,d_68fa0,iOS,0,VN,Hải Phòng,198,3,3890263,completed
TXN-2018155,2025-08-12 02:41:20,U556054,109000,M020028,Grocery,qr,d_751a5,web,0,VN,Hồ Chí Minh,1928,7,183918,completed
TXN-2011278,2025-08-12 03:05:11,U857926,9360000,M029224,,p2p,d_7079c,web,0,VN,An Giang,891,3,13163227,completed
TXN-2019469,2025-08-12 03:40:42,U229377,333000,M012228,,topup,d_dcc94,Android,0,VN,Hồ Chí Minh,640,5,206227,completed
TXN-2000140,2025-08-12 03:50:06,U322966,3172000,M001465,food_bev,p2p,d_ba277,Android,0,VN,Đồng Nai,843,5,5513116,completed
TXN-2008368,2025-08-12 04:01:50,U410500,46000,M020425,GROCERY,qr,d_7f396,iOS,0,VN,Cần Thơ,2282,7,85546,completed
TXN-2022378,2025-08-12 04:50:33,U291668,1697000,M001716,Transport,bill,d_7e5de,Android,0,VN,Hồ Chí Minh,309,8,1412486,completed
TXN-2009270,2025-08-12 05:06:28,U569010,1106000,M001895,Transport,qr,d_426e6,iOS,0,VN,Bình Dương,1140,6,1917704,completed
TXN-2010508,2025-08-12 06:13:22,U242136,438000,M017837,Food & Beverage,qr,d_378f2,Android,0,SG,Hồ Chí Minh,856,3,368555,completed
TXN-2021799,2025-08-12 06:31:48,U524857,112000,M017165,Telco,qr,d_a64ee,web,0,VN,An Giang,1555,7,180648,completed
TXN-2004756,2025-08-12 06:59:29,U906278,3898000,M017105,TRANSPORT,ecom,d_9ea2f,iOS,0,VN,An Giang,1863,1,3103353,completed
TXN-2018595,2025-08-12 07:34:53,U101984,14000,M001705,TRAVEL,qr,d_a5f90,Android,0,VN,Khánh Hòa,1111,2,22326,completed
TXN-2004515,2025-08-12 08:02:22,U156707,701000,M012464,GROCERY,bill,d_8bba4,web,0,VN,Hồ Chí Minh,45,6,1274753,completed
TXN-2009588,2025-08-12 08:34:54,U217528,228000,M017328,groceries,topup,d_7f8fd,Android,0,VN,Hồ Chí Minh,456,6,361955,completed
TXN-2000082,2025-08-12 08:55:21,U729019,135000,M003510,transport,qr,d_0ed36,iOS,0,VN,Hồ Chí Minh,2205,3,108515,completed
TXN-2017170,2025-08-12 11:56:16,U233414,202000,M002538,ECOM,qr,d_96a48,iOS,0,VN,Hồ Chí Minh,277,8,262770,completed
TXN-2020462,2025-08-12 12:43:35,U504704,145000,M009491,food and beverage,ecom,d_28505,iOS,0,VN,Nghệ An,1555,7,221944,completed
TXN-2014162,2025-08-12 13:22:21,U700805,2539000,M006331,fnb,qr,d_9596f,Android,0,VN,Hà Nội,2103,6,3336848,completed
TXN-2012921,2025-08-12 13:30:30,U886361,882000,M020619,bill_payment,ecom,d_c12cb,Android,0,VN,Lâm Đồng,1064,5,1509945,completed
TXN-2007488,2025-08-12 14:02:41,U443486,1750000,M028186,telco,p2p,d_5919e,Android,0,VN,Hồ Chí Minh,1087,1,2394970,completed
TXN-2024848,2025-08-12 14:29:12,U285354,3744000,M001791,e_commerce,p2p,d_1222c,Android,0,VN,Hồ Chí Minh,1345,8,6098446,completed
TXN-2009675,2025-08-12 14:40:08,U729537,130000,M022784,GROCERY,qr,d_080eb,Android,0,VN,Đồng Nai,2284,8,148648,completed
TXN-2012341,2025-08-12 16:27:08,U458327,743000,M017634,F&B,p2p,d_34005,web,0,VN,Hà Nội,351,7,1265636,completed
TXN-2002206,2025-08-12 17:56:36,U555021,5044000,M005476,food_bev,ecom,d_16a55,iOS,0,VN,Hồ Chí Minh,90,1,6331792,completed
TXN-2020205,2025-08-12 19:06:54,U559632,316000,M014611,FOOD_BEV,qr,d_c2822,iOS,0,VN,Nghệ An,2236,4,517310,completed
TXN-2015966,2025-08-12 21:11:29,U971009,-2256000,M023102,fnb,p2p,d_2a4bc,Android,0,VN,Hà Nội,1031,7,1988861,reversed
TXN-2022645,2025-08-12 22:12:22,U624882,270000,M014773,ECOM,qr,d_e4b66,iOS,0,VN,Hồ Chí Minh,566,1,456666,completed
TXN-2002104,2025-08-12 22:54:17,U340575,983000,M014043,groceries,bill,d_d1475,Android,0,VN,Hồ Chí Minh,380,1,685476,completed
TXN-2011483,2025-08-12 23:04:37,U778104,390000,M013231,food_bev,p2p,d_08b0a,web,0,VN,Nghệ An,2285,5,536416,completed
TXN-2001916,2025-08-13 00:37:35,U949754,622000,M012228,,topup,d_dd19d,iOS,1,VN,Bình Dương,1290,6,546014,completed
TXN-2006607,2025-08-13 01:30:00,U546564,975000,M004307,mobile_topup,topup,d_153f4,iOS,0,VN,Hà Nội,53,6,1811715,completed
TXN-2012842,2025-08-13 01:41:17,U618841,78000,M015619,groceries,qr,d_f3b2e,Android,0,VN,Đà Nẵng,2077,2,71472,completed
TXN-2014463,2025-08-13 01:42:13,U665306,333000,M017376,ENT,p2p,d_033cf,iOS,0,VN,Đà Nẵng,1476,6,391193,completed
TXN-2023384,2025-08-13 02:17:52,U883417,101000,M022002,E-Commerce,qr,d_bd72b,Android,0,VN,Hồ Chí Minh,34,5,59346,completed
TXN-2004755,2025-08-13 02:38:03,U955648,10000,M011477,Utilities,qr,,,,VN,Hồ Chí Minh,417,7,15000,completed
TXN-2001312,2025-08-13 04:11:00,U818154,6741000,M013118,ecommerce,p2p,d_d3b9e,iOS,0,VN,Hồ Chí Minh,605,7,3840153,completed
TXN-2009172,2025-08-13 05:03:19,U162529,55000,M000739,mobile_topup,qr,d_4fcb8,Android,0,VN,Đà Nẵng,866,8,52491,completed
TXN-2012624,2025-08-13 06:58:17,U850842,267000,M007121,groceries,bill,d_df2ba,iOS,0,VN,Hồ Chí Minh,851,4,373974,completed
TXN-2008484,2025-08-13 07:04:06,U388908,816000,M014427,ECOM,bill,,,,VN,Hồ Chí Minh,2141,6,902343,completed
TXN-2007166,2025-08-13 07:55:22,U360780,2080000,M020678,food and beverage,p2p,,,,VN,Hồ Chí Minh,842,1,3090107,completed
TXN-2017319,2025-08-13 08:04:54,U608747,171000,M002405,EDU,qr,d_0a267,Android,0,VN,Hà Nội,781,4,96399,completed
TXN-2020014,2025-08-13 09:31:25,U610205,61000,M024142,transport,qr,d_703f4,Android,0,VN,Bình Dương,442,4,64893,declined
TXN-2000349,2025-08-13 09:35:43,U942221,10000,M013072,Telco,topup,d_0af8b,Android,0,VN,Hồ Chí Minh,745,4,15000,completed
TXN-2022272,2025-08-13 10:40:48,U920230,536000,M004604,UTIL,ecom,d_46e61,iOS,0,TH,Hà Nội,694,2,610792,completed
TXN-2014168,2025-08-13 10:56:12,U786942,95000,M023904,mobile_topup,qr,d_9c2b4,iOS,0,VN,Hà Nội,1384,6,177980,completed
TXN-2009503,2025-08-13 11:38:17,U348875,148000,M022508,UTIL,topup,d_67241,Android,0,VN,Hồ Chí Minh,273,8,146920,completed
TXN-2014685,2025-08-13 11:50:51,U429221,42000,M015555,ride_hailing,qr,d_b1f74,web,0,VN,Hà Nội,2213,1,28909,completed
TXN-2011103,2025-08-13 11:57:28,U182527,299000,M027703,GROCERY,qr,d_d6151,web,0,VN,Đà Nẵng,64,7,218845,completed
TXN-2021093,2025-08-13 12:58:43,U877662,133000,M003373,health,topup,d_43b66,web,0,VN,Đồng Nai,1334,1,96581,completed
TXN-2003296,2025-08-13 12:59:05,U211445,4512000,M013475,,p2p,d_36b47,Android,0,VN,Hồ Chí Minh,2116,6,4204883,completed
TXN-2001442,2025-08-13 13:19:15,U136814,7279000,M028982,F&B,p2p,d_ee71f,web,0,VN,Hà Nội,2071,5,10634214,completed
TXN-2001857,2025-08-13 13:51:47,U412660,1515000,M010240,fnb,ecom,d_0a77c,Android,0,VN,Đồng Nai,904,5,1243343,completed
TXN-2020412,2025-08-13 14:07:02,U192180,979000,M028839,food_bev,qr,d_6f93b,Android,0,VN,Hồ Chí Minh,1070,6,544171,completed
TXN-2003166,2025-08-13 15:12:47,U864959,1157000,M005210,TRAVEL,ecom,d_2137b,iOS,0,VN,Hà Nội,2006,2,1155722,completed
TXN-2006114,2025-08-13 16:40:05,U599392,774000,M016755,Entertainment,p2p,d_89d66,web,0,VN,Hồ Chí Minh,2094,5,889576,completed
TXN-2021225,2025-08-13 16:44:36,U498390,1074000,M013957,food and beverage,qr,d_22710,iOS,0,VN,Hải Phòng,2058,8,1159861,declined
TXN-2006968,2025-08-13 20:24:56,U840127,294436000,M005807,FOOD_BEV,p2p,d_fe99b,Android,0,VN,Đà Nẵng,733,7,170662389,completed
TXN-2006733,2025-08-13 20:41:31,U663529,71000,M007341,Education,topup,d_71e72,Android,0,VN,Hồ Chí Minh,183,4,130463,completed
TXN-2022877,2025-08-13 21:47:45,U407602,1825000,M022475,Transport,p2p,d_c5a92,iOS,1,VN,Bình Dương,1166,8,1877478,completed
TXN-2003510,2025-08-13 22:02:14,U190171,1783000,M016039,groceries,ecom,d_0d288,Android,0,VN,Nghệ An,683,4,2209954,completed
TXN-2020816,2025-08-13 22:17:34,U845205,816000,M017321,ride_hailing,p2p,d_03924,iOS,0,VN,Nghệ An,497,1,1134588,completed
TXN-2000698,2025-08-14 00:56:21,U389946,76000,M023585,,p2p,d_a3950,iOS,0,VN,Hồ Chí Minh,2118,2,61772,completed
TXN-2016616,2025-08-14 02:09:29,U493602,377000,M017627,,qr,d_c252f,Android,0,VN,Khánh Hòa,652,6,224790,completed
TXN-2007351,2025-08-14 02:13:51,U224049,616000,M014139,,qr,d_aacf6,iOS,0,VN,Hồ Chí Minh,2118,4,1036540,completed
TXN-2012244,2025-08-14 03:06:48,U664037,1647000,M009531,food and beverage,p2p,d_46096,Android,0,VN,Hồ Chí Minh,439,6,1187857,completed
TXN-2002621,2025-08-14 06:59:15,U295604,307000,M000968,fnb,qr,d_f655c,web,0,VN,Hồ Chí Minh,2311,4,330950,completed
TXN-2022699,2025-08-14 07:48:35,U343382,5796000,M027161,E Commerce,p2p,d_4c8f9,web,0,VN,Bình Dương,1671,4,5838185,completed
TXN-2006352,2025-08-14 07:56:49,U253645,354000,M000571,Telco,qr,d_355a6,Android,0,VN,Hồ Chí Minh,2100,4,266178,completed
TXN-2000316,2025-08-14 07:56:52,U241968,-3200000,M029281,Grocery,p2p,d_26c53,Android,0,VN,Hồ Chí Minh,1810,8,2360181,reversed
TXN-2014277,2025-08-14 08:07:53,U234041,5259000,M015798,UTIL,p2p,d_a21f1,web,0,VN,Hà Nội,2345,8,7847705,completed
TXN-2003788,2025-08-14 08:25:00,U669979,23000,M020995,HEALTH,qr,d_41a7a,Android,0,VN,Bình Dương,893,7,21918,completed
TXN-2007964,2025-08-14 11:26:12,U610205,372000,M028201,Food & Beverage,qr,d_54158,Android,1,VN,Hồ Chí Minh,2303,6,297129,completed
TXN-2000841,2025-08-14 12:16:28,U316381,4432000,M028536,Travel,ecom,d_5369b,Android,0,VN,Cần Thơ,483,3,3334706,completed
TXN-2018384,2025-08-14 12:19:05,U503724,1536000,M007645,transport,p2p,d_4ca2b,web,0,VN,Bình Dương,2263,6,1355566,completed
TXN-2007392,2025-08-14 13:50:29,U945592,7720000,M013913,Food & Beverage,p2p,d_7cb38,Android,0,VN,Hà Nội,1506,7,14131249,completed
TXN-2023926,2025-08-14 15:23:26,U185877,927000,M004848,,ecom,d_edaaa,iOS,0,VN,Đà Nẵng,46,6,1201861,completed
TXN-2005854,2025-08-14 16:13:53,U974540,131000,M007633,bill_payment,qr,d_b7706,Android,0,VN,Khánh Hòa,1193,1,211547,completed
TXN-2007156,2025-08-14 20:49:51,U157621,130000,M008290,Entertainment,topup,d_d5055,Android,0,VN,Hải Phòng,1063,2,196424,completed
TXN-2011430,2025-08-14 23:31:36,U337950,422000,M024824,GROCERY,qr,d_0cda3,Android,0,VN,Hồ Chí Minh,405,6,519865,completed
TXN-2007884,2025-08-15 01:06:03,U341015,79000,M026071,Transport,topup,d_da543,Android,0,VN,Đà Nẵng,1366,1,147951,completed
TXN-2012247,2025-08-15 01:42:18,U893340,794000,M010971,E-Commerce,ecom,d_554e4,Android,0,VN,Hồ Chí Minh,998,2,1100967,completed
TXN-2017584,2025-08-15 01:55:03,U411548,15851000,M009707,health,p2p,d_7d372,iOS,0,VN,Hồ Chí Minh,2039,4,18384892,completed
TXN-2000909,2025-08-15 02:21:59,U733754,83000,M027553,E-Commerce,qr,d_bcd55,Android,0,VN,Cần Thơ,240,2,110470,completed
TXN-2012370,2025-08-15 02:56:14,U557837,121000,M018546,travel,topup,d_ea199,Android,0,VN,Đà Nẵng,1393,7,129410,completed
TXN-2013684,2025-08-15 04:51:44,U686864,74000,M015315,,qr,d_91e14,Android,0,VN,Hồ Chí Minh,2353,1,99748,completed
TXN-2023825,2025-08-15 05:00:23,U467875,514000,M006696,fnb,qr,,,,VN,Hồ Chí Minh,1781,6,493932,completed
TXN-2003774,2025-08-15 06:08:13,U188968,220000,M007309,fnb,p2p,d_fa252,web,0,VN,Hồ Chí Minh,1096,4,391010,completed
TXN-2016678,2025-08-15 06:43:08,U277725,1757000,M020675,Health,p2p,d_137a9,Android,0,VN,Hồ Chí Minh,1213,3,2079738,completed
TXN-2020680,2025-08-15 06:43:51,U443430,404000,M022157,Grocery,topup,d_93d25,web,0,VN,Khánh Hòa,2232,5,677974,completed
TXN-2006063,2025-08-15 07:28:38,U857926,723000,M029980,GROCERY,p2p,d_96d4a,Android,1,VN,Hồ Chí Minh,1091,2,846373,completed
TXN-2012556,2025-08-15 08:43:35,U708827,125000,M005783,ecommerce,qr,d_d01cc,Android,0,VN,Đà Nẵng,2389,5,196579,completed
TXN-2022214,2025-08-15 09:08:06,U566234,216000,M024649,grocery,qr,d_c5b76,Android,0,VN,Hà Nội,2261,5,228827,completed
TXN-2012579,2025-08-15 09:24:09,U389118,212000,M029783,Health,topup,d_e02cd,Android,0,VN,Đồng Nai,1967,6,145929,completed
TXN-2008430,2025-08-15 09:28:49,U262053,478000,M018248,UTIL,p2p,d_844a8,web,0,VN,Hồ Chí Minh,1810,2,396780,completed
TXN-2022676,2025-08-15 11:04:45,U831716,3788000,M010304,transport,ecom,d_43304,Android,0,VN,Hồ Chí Minh,1403,1,6034123,completed
TXN-2003020,2025-08-15 11:25:57,U580266,5452000,M017566,health,p2p,d_130b0,Android,0,VN,Hồ Chí Minh,617,6,3056447,completed
TXN-2000621,2025-08-15 11:36:02,U163910,4685000,M013449,E-Commerce,p2p,d_ee4ef,Android,0,VN,An Giang,926,5,6619810,completed
TXN-2004495,2025-08-15 11:58:52,U316036,88000,M011733,Transport,topup,d_642d4,iOS,0,VN,Nghệ An,739,6,132232,completed
TXN-2024978,2025-08-15 11:59:51,U149040,689000,M003429,ecommerce,bill,d_d79fc,Android,0,VN,Đà Nẵng,629,3,1177025,completed
TXN-2002980,2025-08-15 12:43:10,U279762,109000,M027598,FOOD_BEV,topup,d_27da2,Android,0,VN,Lâm Đồng,2314,3,122281,completed
TXN-2016443,2025-08-15 14:19:06,U977592,108000,M014000,GROCERY,topup,d_92760,web,0,VN,Lâm Đồng,965,3,88751,completed
TXN-2009999,2025-08-15 14:21:54,U543799,305000,M011343,grocery,topup,d_adc9e,Android,0,VN,Đà Nẵng,1072,6,527790,completed
TXN-2012409,2025-08-16 00:23:14,U378242,104000,M019980,Transport,topup,d_46ad6,iOS,0,VN,Cần Thơ,2371,2,88006,completed
TXN-2011276,2025-08-16 01:55:55,U441130,11826000,M006736,grocery,p2p,d_84320,web,0,VN,Hồ Chí Minh,1621,2,19669330,completed
TXN-2006169,2025-08-16 02:12:14,U979905,10000,M013648,food and beverage,qr,d_817e9,iOS,0,VN,Hồ Chí Minh,326,2,15000,completed
TXN-2016930,2025-08-16 02:33:37,U795021,209000,M022147,ecommerce,qr,,,,VN,Hà Nội,1555,7,226460,completed
TXN-2017945,2025-08-16 02:58:57,U978309,35000,M023367,food and beverage,topup,d_d11dc,iOS,1,VN,Đồng Nai,944,8,60843,completed
TXN-2003502,2025-08-16 03:12:27,U539194,56000,M016979,food and beverage,bill,d_6d4b2,iOS,0,VN,Nghệ An,411,5,51636,completed
TXN-2002763,2025-08-16 03:14:14,U118187,237000,M006225,groceries,topup,d_22380,Android,0,VN,Hồ Chí Minh,382,3,284118,completed
TXN-2007338,2025-08-16 03:21:25,U405105,108000,M007436,transport,qr,d_ca02e,Android,0,VN,Hà Nội,357,4,131676,completed
TXN-2011517,2025-08-16 03:27:06,U224710,1035000,M015037,ecommerce,qr,d_fa89a,iOS,0,VN,Hồ Chí Minh,1717,1,1044580,completed
TXN-2003449,2025-08-16 04:08:16,U563002,5440000,M007809,E-Commerce,ecom,d_e597f,Android,0,VN,Bình Dương,1277,4,5263695,completed
TXN-2012744,2025-08-16 04:20:42,U371869,639000,M018448,Food & Beverage,qr,d_96f42,iOS,0,VN,Đồng Nai,2280,5,934814,completed
TXN-2001262,2025-08-16 04:27:15,U701167,53000,M016437,ECOM,qr,d_1df4f,iOS,0,VN,Đồng Nai,994,7,49255,completed
TXN-2022973,2025-08-16 05:11:35,U383681,1431000,M013018,E Commerce,qr,d_9cf7d,Android,0,VN,Hà Nội,1346,4,2683300,completed
TXN-2009917,2025-08-16 05:24:07,U299283,5310000,M020603,e_commerce,ecom,d_faa0c,Android,0,VN,Lâm Đồng,1269,4,4055755,declined
TXN-2018834,2025-08-16 06:52:01,U311707,522000,M001545,E-Commerce,qr,d_3f6cd,Android,0,VN,Đồng Nai,2110,1,868109,completed
TXN-2002007,2025-08-16 07:14:02,U608099,375000,M022589,transport,qr,d_07189,web,0,VN,Hà Nội,378,2,325369,completed
TXN-2002918,2025-08-16 07:39:58,U962321,15925000,M001508,grocery,ecom,d_efffc,Android,0,VN,Cần Thơ,252,7,19447641,completed
TXN-2021892,2025-08-16 07:50:33,U642907,319000,M003700,grocery,qr,d_12c13,iOS,0,VN,Hồ Chí Minh,692,3,497869,completed
TXN-2009442,2025-08-16 08:28:15,U621792,3923000,M027185,grocery,ecom,d_40a5d,web,0,VN,Hải Phòng,957,5,3496095,completed
TXN-2016765,2025-08-16 09:04:00,U816182,434000,M024254,FOOD_BEV,ecom,d_f58af,iOS,0,VN,Bình Dương,1759,3,375504,completed
TXN-2007158,2025-08-16 09:41:48,U300943,86000,M004415,fnb,topup,,,,VN,Nghệ An,2055,2,78141,completed
TXN-2016242,2025-08-16 10:47:17,U648702,1004000,M001576,grocery,ecom,d_81a09,Android,0,VN,Lâm Đồng,1031,7,597209,completed
TXN-2023255,2025-08-16 10:47:49,U317372,39000,M028279,food and beverage,qr,d_9a32a,Android,0,VN,Hà Nội,2119,6,27832,completed
TXN-2006460,2025-08-16 10:55:26,U367794,225000,M003882,food_bev,topup,d_10f32,Android,0,VN,Khánh Hòa,1040,2,146903,completed
TXN-2014704,2025-08-16 11:09:15,U991980,799000,M013942,health,p2p,d_bde99,Android,0,VN,Hồ Chí Minh,318,1,733774,completed
TXN-2022052,2025-08-16 11:09:55,U348197,505000,M027792,Transport,qr,d_ed7ff,iOS,0,VN,Bình Dương,503,6,846663,completed
TXN-2005565,2025-08-16 13:35:23,U973346,7508000,M021286,bill_payment,p2p,d_41650,Android,0,VN,Hà Nội,699,8,13448531,completed
