txn_id,label,fraud_type,labelled_by,labelled_at_ict,confidence
TXN-2020346,legit,,analyst_B,2025-12-17 21:49:05,medium
TXN-2022607,legit,,analyst_A,2025-12-17 21:59:14,medium
TXN-2010491,legit,,analyst_B,2025-12-18 02:51:13,high
TXN-2021696,legit,,analyst_B,2025-12-18 02:57:19,high
TXN-2012206,legit,,analyst_B,2025-12-18 05:07:45,medium
TXN-2018366,legit,,analyst_B,2025-12-18 05:09:36,medium
TXN-2004848,legit,,analyst_A,2025-12-18 06:27:35,medium
TXN-2000393,legit,,analyst_B,2025-12-18 07:03:46,high
TXN-2003427,legit,,analyst_A,2025-12-18 08:25:44,medium
TXN-2008382,legit,,analyst_B,2025-12-18 09:01:47,medium
TXN-2011746,legit,,analyst_B,2025-12-18 11:12:43,low
TXN-2009797,legit,,analyst_A,2025-12-18 11:19:19,medium
TXN-2009203,legit,,analyst_B,2025-12-18 12:50:23,medium
TXN-2024407,legit,,analyst_A,2025-12-18 13:00:13,medium
TXN-2003591,legit,,analyst_A,2025-12-18 14:36:51,low
TXN-2014934,legit,,analyst_A,2025-12-18 14:50:25,high
TXN-2008387,legit,,analyst_B,2025-12-18 17:42:54,low
TXN-2020454,legit,,analyst_A,2025-12-18 19:14:57,medium
TXN-2016924,legit,,analyst_A,2025-12-18 19:25:49,medium
TXN-2011980,legit,,analyst_A,2025-12-18 20:51:34,high
TXN-2018734,legit,,analyst_B,2025-12-18 21:19:12,medium
TXN-2022463,legit,,analyst_A,2025-12-18 21:49:17,medium
TXN-2018832,legit,,analyst_A,2025-12-18 22:14:19,high
TXN-2018696,legit,,analyst_B,2025-12-18 22:39:40,high
TXN-2020130,legit,,analyst_A,2025-12-18 23:00:13,medium
TXN-2005165,legit,,analyst_A,2025-12-19 00:19:01,high
TXN-2013946,legit,,analyst_B,2025-12-19 01:44:19,low
TXN-2024057,legit,,analyst_B,2025-12-19 04:51:53,high
TXN-2018203,legit,,analyst_A,2025-12-19 07:36:44,medium
TXN-2019504,legit,,analyst_A,2025-12-19 07:38:12,high
TXN-2007872,legit,,analyst_A,2025-12-19 09:54:58,medium
TXN-2003050,legit,,analyst_B,2025-12-19 10:15:28,low
TXN-2012632,legit,,analyst_A,2025-12-19 10:20:57,medium
TXN-2013798,legit,,analyst_A,2025-12-19 14:24:06,medium
TXN-2009774,legit,,analyst_B,2025-12-19 14:46:56,high
TXN-2009547,legit,,analyst_B,2025-12-19 15:09:11,low
TXN-2012027,legit,,analyst_B,2025-12-19 15:50:16,medium
TXN-2000429,legit,,analyst_B,2025-12-19 16:27:00,medium
TXN-2005302,legit,,analyst_A,2025-12-19 17:38:26,medium
TXN-2013941,legit,,analyst_A,2025-12-19 20:40:23,low
TXN-2004934,legit,,analyst_A,2025-12-20 02:14:20,high
TXN-2001408,legit,,analyst_B,2025-12-20 04:11:03,medium
TXN-2000479,legit,,analyst_B,2025-12-20 04:55:27,high
TXN-2013708,legit,,analyst_B,2025-12-20 07:16:13,high
TXN-2021822,legit,,analyst_A,2025-12-20 08:23:26,medium
TXN-2010391,legit,,analyst_A,2025-12-20 08:32:51,medium
TXN-2020799,legit,,analyst_B,2025-12-20 08:40:41,high
TXN-2018615,legit,,analyst_A,2025-12-20 10:52:41,low
TXN-2013805,legit,,analyst_B,2025-12-20 11:01:57,medium
TXN-2007437,legit,,analyst_B,2025-12-20 12:31:48,high
TXN-2008704,legit,,analyst_B,2025-12-20 12:38:13,high
TXN-2010749,legit,,analyst_B,2025-12-20 13:12:08,medium
TXN-2016253,legit,,analyst_A,2025-12-20 14:46:53,medium
TXN-2003847,legit,,analyst_B,2025-12-20 15:20:04,high
TXN-2004229,legit,,analyst_A,2025-12-20 15:23:35,high
TXN-2021636,legit,,analyst_B,2025-12-20 17:19:35,medium
TXN-2012721,legit,,analyst_A,2025-12-20 18:21:01,low
TXN-2008203,legit,,analyst_B,2025-12-20 19:04:28,medium
TXN-2012554,legit,,analyst_A,2025-12-20 19:32:26,medium
TXN-2008494,legit,,analyst_A,2025-12-20 20:22:36,medium
TXN-2002552,legit,,analyst_B,2025-12-20 20:37:37,low
TXN-2004360,legit,,analyst_A,2025-12-20 20:42:56,low
TXN-2018791,legit,,analyst_B,2025-12-20 20:44:47,medium
TXN-2000974,legit,,analyst_A,2025-12-20 21:06:13,low
TXN-2015988,legit,,analyst_A,2025-12-20 21:51:29,high
TXN-2017862,legit,,analyst_A,2025-12-20 22:53:44,low
TXN-2012216,legit,,analyst_A,2025-12-20 22:56:07,high
TXN-2016745,legit,,analyst_A,2025-12-20 23:29:09,low
TXN-2011075,legit,,analyst_A,2025-12-21 00:51:48,high
TXN-2014591,legit,,analyst_B,2025-12-21 01:36:53,low
TXN-2011851,legit,,analyst_B,2025-12-21 02:39:23,high
TXN-2000344,legit,,analyst_B,2025-12-21 02:41:26,medium
TXN-2019368,legit,,analyst_A,2025-12-21 02:41:28,medium
TXN-2021769,legit,,analyst_A,2025-12-21 03:21:34,low
TXN-2013008,legit,,analyst_A,2025-12-21 04:00:11,medium
TXN-2007336,legit,,analyst_A,2025-12-21 04:00:57,low
TXN-2000391,legit,,analyst_B,2025-12-21 04:34:20,medium
TXN-2022785,legit,,analyst_A,2025-12-21 05:02:05,medium
TXN-2014669,legit,,analyst_B,2025-12-21 05:08:58,high
TXN-2013529,legit,,analyst_A,2025-12-21 05:56:20,medium
TXN-2006765,legit,,analyst_A,2025-12-21 06:11:44,medium
TXN-2005312,legit,,analyst_A,2025-12-21 07:00:14,high
TXN-2016706,legit,,analyst_B,2025-12-21 08:03:32,high
TXN-2004489,legit,,analyst_B,2025-12-21 10:35:06,low
TXN-2024828,legit,,analyst_B,2025-12-21 11:59:00,high
TXN-2002096,legit,,analyst_A,2025-12-21 12:36:03,medium
TXN-2019645,legit,,analyst_A,2025-12-21 13:31:49,medium
TXN-2009889,legit,,analyst_A,2025-12-21 13:42:36,medium
TXN-2006275,legit,,analyst_B,2025-12-21 17:11:15,low
TXN-2013811,legit,,analyst_A,2025-12-21 18:42:00,medium
TXN-2023770,legit,,analyst_B,2025-12-21 18:51:19,high
TXN-2009746,legit,,analyst_B,2025-12-21 19:04:03,low
TXN-2013265,legit,,analyst_A,2025-12-21 20:32:19,high
TXN-2020492,legit,,analyst_A,2025-12-21 22:52:30,medium
TXN-2014046,legit,,analyst_B,2025-12-21 23:11:34,medium
TXN-2000153,legit,,analyst_B,2025-12-22 00:26:35,low
TXN-2003128,legit,,analyst_A,2025-12-22 01:53:57,low
TXN-2007581,legit,,analyst_B,2025-12-22 02:01:12,medium
TXN-2021763,legit,,analyst_B,2025-12-22 02:19:58,medium
TXN-2008995,legit,,analyst_A,2025-12-22 02:25:29,high
TXN-2002048,legit,,analyst_A,2025-12-22 02:45:23,medium
TXN-2024343,legit,,analyst_B,2025-12-22 02:50:08,medium
TXN-2021425,legit,,analyst_B,2025-12-22 04:38:29,medium
TXN-2009140,legit,,analyst_B,2025-12-22 04:45:27,high
TXN-2018423,legit,,analyst_A,2025-12-22 05:17:51,high
TXN-2012658,legit,,analyst_A,2025-12-22 06:06:13,high
TXN-2006282,legit,,analyst_A,2025-12-22 07:15:41,medium
TXN-2017925,legit,,analyst_B,2025-12-22 07:48:48,high
TXN-2019663,legit,,analyst_A,2025-12-22 08:22:16,medium
TXN-2012040,legit,,analyst_A,2025-12-22 09:34:05,medium
TXN-2008322,legit,,analyst_A,2025-12-22 09:56:20,medium
TXN-2001890,legit,,analyst_B,2025-12-22 10:13:31,high
TXN-2005306,legit,,analyst_A,2025-12-22 10:20:25,low
TXN-2001677,legit,,analyst_B,2025-12-22 10:35:36,high
TXN-2013794,legit,,analyst_B,2025-12-22 10:59:53,medium
TXN-2006077,legit,,analyst_A,2025-12-22 11:28:05,high
TXN-2024888,legit,,analyst_B,2025-12-22 11:53:17,low
TXN-2022281,legit,,analyst_A,2025-12-22 12:35:51,medium
TXN-2000028,legit,,analyst_B,2025-12-22 13:07:56,low
TXN-2005776,legit,,analyst_A,2025-12-22 13:17:16,high
TXN-2011762,legit,,analyst_A,2025-12-22 13:48:08,medium
TXN-2021677,legit,,analyst_A,2025-12-22 14:11:28,low
TXN-2024917,legit,,analyst_A,2025-12-22 14:57:32,medium
TXN-2016529,legit,,analyst_A,2025-12-22 15:33:10,medium
TXN-2018788,legit,,analyst_A,2025-12-22 16:25:57,high
TXN-2016904,legit,,analyst_B,2025-12-22 16:56:08,high
TXN-2001528,legit,,analyst_B,2025-12-22 17:11:49,high
TXN-2010462,legit,,analyst_A,2025-12-22 17:49:36,high
TXN-2005725,legit,,analyst_A,2025-12-22 19:00:29,low
TXN-2020534,legit,,analyst_B,2025-12-22 19:15:35,medium
TXN-2004948,legit,,analyst_A,2025-12-22 20:22:13,high
TXN-2020767,legit,,analyst_A,2025-12-22 20:49:29,low
TXN-2020718,legit,,analyst_A,2025-12-22 21:16:00,medium
TXN-2021527,legit,,analyst_A,2025-12-22 22:13:31,high
TXN-2002210,legit,,analyst_A,2025-12-22 23:29:03,low
TXN-2008067,legit,,analyst_A,2025-12-22 23:43:47,high
TXN-2007149,legit,,analyst_A,2025-12-23 02:01:33,low
TXN-2020554,legit,,analyst_B,2025-12-23 04:36:24,medium
TXN-2010678,legit,,analyst_B,2025-12-23 04:43:34,high
TXN-2015465,legit,,analyst_A,2025-12-23 06:34:13,medium
TXN-2024350,legit,,analyst_B,2025-12-23 07:21:18,high
TXN-2008263,legit,,analyst_A,2025-12-23 08:18:23,medium
TXN-2004062,legit,,analyst_B,2025-12-23 08:48:26,low
TXN-2016380,legit,,analyst_B,2025-12-23 11:28:03,medium
TXN-2021924,legit,,analyst_A,2025-12-23 11:46:23,medium
TXN-2009535,legit,,analyst_B,2025-12-23 15:35:20,medium
TXN-2003244,legit,,analyst_A,2025-12-23 17:42:04,high
TXN-2002332,legit,,analyst_A,2025-12-23 19:09:45,high
TXN-2010417,legit,,analyst_A,2025-12-23 19:23:32,medium
TXN-2002761,legit,,analyst_B,2025-12-23 19:31:39,high
TXN-2007938,legit,,analyst_A,2025-12-23 21:09:25,low
TXN-2003410,legit,,analyst_A,2025-12-23 21:42:59,medium
TXN-2006147,legit,,analyst_A,2025-12-23 21:53:58,high
TXN-2010973,legit,,analyst_B,2025-12-23 22:20:25,high
TXN-2002365,legit,,analyst_B,2025-12-24 00:12:16,medium
TXN-2020488,legit,,analyst_A,2025-12-24 00:55:34,high
TXN-2019720,legit,,analyst_A,2025-12-24 01:25:00,low
TXN-2022562,legit,,analyst_A,2025-12-24 02:37:56,high
TXN-2021073,legit,,analyst_B,2025-12-24 03:17:24,medium
TXN-2017125,legit,,analyst_A,2025-12-24 04:58:55,low
TXN-2002711,legit,,analyst_A,2025-12-24 05:04:59,high
TXN-2012379,legit,,analyst_B,2025-12-24 05:23:11,medium
TXN-2013622,legit,,analyst_A,2025-12-24 05:28:40,high
TXN-2006360,legit,,analyst_B,2025-12-24 06:00:08,low
TXN-2014422,legit,,analyst_B,2025-12-24 07:12:48,high
TXN-2022986,legit,,analyst_B,2025-12-24 08:24:12,medium
TXN-2021844,legit,,analyst_A,2025-12-24 09:23:25,high
TXN-2019350,legit,,analyst_A,2025-12-24 10:18:41,high
TXN-2007984,legit,,analyst_B,2025-12-24 11:18:32,high
TXN-2003823,legit,,analyst_A,2025-12-24 16:00:17,high
TXN-2009733,legit,,analyst_A,2025-12-24 16:26:13,medium
TXN-2011981,legit,,analyst_A,2025-12-24 17:55:45,medium
TXN-2007692,legit,,analyst_B,2025-12-24 18:50:45,medium
TXN-2024599,legit,,analyst_B,2025-12-24 19:13:57,high
TXN-2000244,legit,,analyst_B,2025-12-24 19:22:32,medium
TXN-2002770,legit,,analyst_B,2025-12-24 19:58:21,medium
TXN-2020215,legit,,analyst_B,2025-12-24 20:34:47,low
TXN-2018626,legit,,analyst_B,2025-12-24 21:37:31,high
TXN-2009300,legit,,analyst_A,2025-12-24 21:48:30,low
TXN-2024047,legit,,analyst_A,2025-12-24 23:08:29,high
TXN-2006807,legit,,analyst_B,2025-12-24 23:12:34,high
TXN-2010580,legit,,analyst_B,2025-12-25 00:13:10,high
TXN-2000261,legit,,analyst_B,2025-12-25 00:39:57,medium
TXN-2020328,legit,,analyst_B,2025-12-25 00:52:58,high
TXN-2013406,legit,,analyst_B,2025-12-25 01:06:44,high
TXN-2003606,legit,,analyst_B,2025-12-25 01:19:06,high
TXN-2014368,legit,,analyst_A,2025-12-25 02:45:32,low
TXN-2019101,legit,,analyst_A,2025-12-25 05:41:11,high
TXN-2012565,legit,,analyst_A,2025-12-25 07:17:28,medium
TXN-2005530,legit,,analyst_B,2025-12-25 07:40:57,low
TXN-2018971,legit,,analyst_A,2025-12-25 08:08:15,high
TXN-2024422,legit,,analyst_A,2025-12-25 08:58:47,low
TXN-2009248,legit,,analyst_B,2025-12-25 10:37:16,high
TXN-2007505,legit,,analyst_A,2025-12-25 10:51:05,high
TXN-2019358,legit,,analyst_A,2025-12-25 14:10:30,low
TXN-2021199,legit,,analyst_B,2025-12-25 14:27:55,low
TXN-2005679,legit,,analyst_A,2025-12-25 15:02:30,medium
TXN-2022204,legit,,analyst_B,2025-12-25 16:07:58,low
TXN-2008323,legit,,analyst_B,2025-12-25 16:44:07,medium
TXN-2000356,legit,,analyst_A,2025-12-25 17:20:14,low
TXN-2005382,legit,,analyst_A,2025-12-25 17:28:36,low
TXN-2001807,legit,,analyst_B,2025-12-25 17:56:09,medium
TXN-2007145,legit,,analyst_B,2025-12-25 19:06:36,low
TXN-2016593,legit,,analyst_B,2025-12-25 21:22:06,medium
TXN-2003288,legit,,analyst_A,2025-12-25 22:28:02,low
TXN-2012358,legit,,analyst_A,2025-12-26 00:23:19,medium
TXN-2013891,legit,,analyst_A,2025-12-26 00:29:13,high
TXN-2005527,legit,,analyst_B,2025-12-26 00:32:40,medium
TXN-2013941,legit,,analyst_B,2025-12-26 00:40:23,medium
TXN-2020475,legit,,analyst_A,2025-12-26 03:07:45,medium
TXN-2005697,legit,,analyst_A,2025-12-26 05:06:18,medium
TXN-2024251,legit,,analyst_B,2025-12-26 06:48:53,medium
TXN-2017329,legit,,analyst_B,2025-12-26 06:55:17,high
TXN-2012852,legit,,analyst_B,2025-12-26 07:04:19,low
TXN-2002039,legit,,analyst_B,2025-12-26 07:42:20,medium
TXN-2007923,legit,,analyst_B,2025-12-26 09:40:39,high
TXN-2024212,legit,,analyst_A,2025-12-26 11:18:08,medium
TXN-2009889,legit,,analyst_B,2025-12-26 11:42:36,medium
TXN-2017015,legit,,analyst_B,2025-12-26 13:03:39,medium
TXN-2001008,legit,,analyst_B,2025-12-26 13:33:50,high
TXN-2001719,legit,,analyst_B,2025-12-26 16:28:45,medium
TXN-2005510,legit,,analyst_B,2025-12-26 17:43:30,low
TXN-2007394,legit,,analyst_B,2025-12-26 18:20:29,low
TXN-2016336,legit,,analyst_B,2025-12-26 19:05:03,high
TXN-2021454,legit,,analyst_B,2025-12-26 19:34:02,high
TXN-2006095,legit,,analyst_B,2025-12-26 19:37:06,high
TXN-2002394,legit,,analyst_A,2025-12-26 22:48:04,high
TXN-2014672,legit,,analyst_B,2025-12-26 23:16:20,medium
TXN-2013084,legit,,analyst_A,2025-12-27 00:43:35,low
TXN-2019131,legit,,analyst_B,2025-12-27 03:50:56,low
TXN-2022407,legit,,analyst_B,2025-12-27 04:17:57,medium
TXN-2003398,legit,,analyst_A,2025-12-27 04:38:45,high
TXN-2011355,legit,,analyst_A,2025-12-27 06:10:01,medium
TXN-2018600,legit,,analyst_B,2025-12-27 06:41:28,medium
TXN-2023797,legit,,analyst_B,2025-12-27 07:45:03,medium
TXN-2002820,legit,,analyst_B,2025-12-27 08:15:47,low
TXN-2013583,legit,,analyst_B,2025-12-27 08:57:06,medium
TXN-2010436,legit,,analyst_A,2025-12-27 09:56:12,high
TXN-2007705,legit,,analyst_A,2025-12-27 10:00:59,low
TXN-2022206,legit,,analyst_A,2025-12-27 12:17:48,medium
TXN-2018405,legit,,analyst_A,2025-12-27 12:50:35,medium
TXN-2021233,legit,,analyst_B,2025-12-27 13:00:03,medium
TXN-2019847,legit,,analyst_B,2025-12-27 14:15:31,medium
TXN-2017918,legit,,analyst_B,2025-12-27 14:23:31,high
TXN-2017068,legit,,analyst_A,2025-12-27 15:36:47,high
TXN-2000627,legit,,analyst_B,2025-12-27 18:12:50,medium
TXN-2016512,legit,,analyst_B,2025-12-27 19:28:25,high
TXN-2013947,legit,,analyst_A,2025-12-27 19:42:21,medium
TXN-2013482,legit,,analyst_B,2025-12-27 20:27:01,medium
TXN-2019771,legit,,analyst_A,2025-12-27 21:10:23,high
TXN-2006339,legit,,analyst_B,2025-12-27 21:34:16,low
TXN-2023283,legit,,analyst_A,2025-12-27 21:49:58,medium
TXN-2011005,legit,,analyst_B,2025-12-27 22:33:00,high
TXN-2000803,legit,,analyst_B,2025-12-27 23:13:56,medium
TXN-2002356,legit,,analyst_A,2025-12-27 23:44:49,medium
TXN-2020741,legit,,analyst_A,2025-12-28 01:30:10,medium
TXN-2023670,legit,,analyst_B,2025-12-28 03:39:03,high
TXN-2013282,legit,,analyst_A,2025-12-28 04:09:04,medium
TXN-2007557,legit,,analyst_A,2025-12-28 07:25:00,high
TXN-2019412,legit,,analyst_A,2025-12-28 08:29:22,medium
TXN-2005201,legit,,analyst_B,2025-12-28 08:49:44,low
TXN-2007371,legit,,analyst_A,2025-12-28 09:05:24,low
TXN-2013064,legit,,analyst_A,2025-12-28 10:07:35,low
TXN-2007898,legit,,analyst_A,2025-12-28 10:09:19,high
TXN-2003564,legit,,analyst_A,2025-12-28 13:16:06,low
TXN-2009191,legit,,analyst_A,2025-12-28 14:28:24,high
TXN-2014174,legit,,analyst_B,2025-12-28 16:54:19,high
TXN-2001166,legit,,analyst_A,2025-12-28 16:56:01,high
TXN-2024143,legit,,analyst_A,2025-12-28 17:08:28,high
TXN-2024671,legit,,analyst_A,2025-12-28 17:53:50,medium
TXN-2012993,legit,,analyst_B,2025-12-28 18:44:17,low
TXN-2016058,legit,,analyst_B,2025-12-28 21:07:48,high
TXN-2003629,legit,,analyst_A,2025-12-28 23:18:52,low
TXN-2020509,legit,,analyst_A,2025-12-28 23:48:30,medium
TXN-2021178,legit,,analyst_B,2025-12-29 01:09:26,high
TXN-2004577,legit,,analyst_A,2025-12-29 01:50:34,medium
TXN-2020467,legit,,analyst_A,2025-12-29 01:53:05,high
TXN-2005908,legit,,analyst_B,2025-12-29 02:32:32,medium
TXN-2019117,legit,,analyst_A,2025-12-29 03:37:42,medium
TXN-2018818,legit,,analyst_A,2025-12-29 04:31:25,high
TXN-2023281,legit,,analyst_A,2025-12-29 05:00:01,medium
TXN-2009354,legit,,analyst_B,2025-12-29 05:26:36,low
TXN-2006969,legit,,analyst_A,2025-12-29 05:28:35,high
TXN-2018981,legit,,analyst_A,2025-12-29 05:33:13,low
TXN-2016420,legit,,analyst_B,2025-12-29 06:11:55,low
TXN-2016052,legit,,analyst_A,2025-12-29 09:42:00,high
TXN-2003951,legit,,analyst_A,2025-12-29 11:37:40,low
TXN-2000741,legit,,analyst_B,2025-12-29 11:45:14,medium
TXN-2023037,legit,,analyst_B,2025-12-29 12:09:59,high
TXN-2024399,legit,,analyst_A,2025-12-29 12:24:53,high
TXN-2021736,legit,,analyst_A,2025-12-29 14:21:53,high
TXN-2005267,legit,,analyst_B,2025-12-29 14:39:42,high
TXN-2020243,legit,,analyst_B,2025-12-29 15:24:39,high
TXN-2021014,legit,,analyst_B,2025-12-29 17:19:18,medium
TXN-2002343,legit,,analyst_A,2025-12-29 17:46:52,high
TXN-2007645,legit,,analyst_A,2025-12-29 17:55:45,low
TXN-2007134,legit,,analyst_A,2025-12-29 18:29:29,low
TXN-2006375,legit,,analyst_A,2025-12-29 20:20:10,medium
TXN-2022999,legit,,analyst_B,2025-12-29 20:26:21,medium
TXN-2021974,legit,,analyst_B,2025-12-29 20:32:48,medium
TXN-2004903,legit,,analyst_B,2025-12-29 21:25:09,low
TXN-2012436,legit,,analyst_B,2025-12-29 22:07:06,high
TXN-2003829,legit,,analyst_A,2025-12-29 22:36:11,high
TXN-2016984,legit,,analyst_A,2025-12-29 22:39:38,medium
TXN-2000535,legit,,analyst_B,2025-12-29 23:35:29,high
TXN-2022765,legit,,analyst_B,2025-12-29 23:37:23,medium
TXN-2008404,legit,,analyst_B,2025-12-30 01:58:38,high
TXN-2017533,legit,,analyst_B,2025-12-30 02:46:27,medium
TXN-2022641,legit,,analyst_A,2025-12-30 02:50:01,medium
TXN-2008466,legit,,analyst_A,2025-12-30 02:54:42,high
TXN-2019623,legit,,analyst_A,2025-12-30 03:10:22,high
TXN-2016539,legit,,analyst_B,2025-12-30 04:20:27,low
TXN-2018237,legit,,analyst_B,2025-12-30 05:16:33,medium
TXN-2014949,legit,,analyst_B,2025-12-30 07:36:44,low
TXN-2024385,legit,,analyst_B,2025-12-30 08:36:10,medium
TXN-2004207,legit,,analyst_A,2025-12-30 09:02:49,high
TXN-2010290,legit,,analyst_A,2025-12-30 09:51:53,medium
TXN-2002403,legit,,analyst_A,2025-12-30 10:44:31,low
TXN-2005437,legit,,analyst_B,2025-12-30 11:40:36,medium
TXN-2022158,legit,,analyst_A,2025-12-30 11:50:02,medium
TXN-2024130,legit,,analyst_A,2025-12-30 12:19:20,medium
TXN-2012907,legit,,analyst_B,2025-12-30 13:50:16,high
TXN-2020388,legit,,analyst_A,2025-12-30 14:54:33,medium
TXN-2008035,legit,,analyst_A,2025-12-30 15:50:48,high
TXN-2022420,legit,,analyst_A,2025-12-30 15:55:19,medium
TXN-2023140,legit,,analyst_B,2025-12-30 17:25:01,high
TXN-2001532,legit,,analyst_A,2025-12-30 17:28:56,medium
TXN-2002749,legit,,analyst_A,2025-12-30 17:51:32,high
TXN-2019580,legit,,analyst_A,2025-12-30 18:05:23,low
TXN-2020692,legit,,analyst_A,2025-12-30 18:22:35,medium
TXN-2005962,legit,,analyst_B,2025-12-30 18:39:33,high
TXN-2024830,legit,,analyst_A,2025-12-30 18:57:04,high
TXN-2019800,legit,,analyst_A,2025-12-30 20:45:44,medium
TXN-2004473,legit,,analyst_A,2025-12-30 22:47:13,medium
TXN-2021800,legit,,analyst_A,2025-12-30 23:26:53,medium
TXN-2020527,legit,,analyst_A,2025-12-31 00:40:39,high
TXN-2002175,legit,,analyst_B,2025-12-31 01:00:30,low
TXN-2015478,legit,,analyst_B,2025-12-31 01:25:27,low
TXN-2022251,legit,,analyst_A,2025-12-31 01:28:43,low
TXN-2016135,legit,,analyst_A,2025-12-31 01:35:25,high
TXN-2019687,legit,,analyst_A,2025-12-31 02:10:31,low
TXN-2003184,legit,,analyst_A,2025-12-31 03:36:50,medium
TXN-2017385,legit,,analyst_A,2025-12-31 04:32:24,medium
TXN-2015772,legit,,analyst_B,2025-12-31 04:50:08,medium
TXN-2008671,legit,,analyst_B,2025-12-31 05:22:27,medium
TXN-2014922,legit,,analyst_B,2025-12-31 05:32:24,medium
TXN-2021866,legit,,analyst_A,2025-12-31 06:56:05,high
TXN-2004490,legit,,analyst_A,2025-12-31 07:29:34,high
TXN-2021334,legit,,analyst_A,2025-12-31 08:24:50,high
TXN-2018552,legit,,analyst_A,2025-12-31 09:49:30,low
TXN-2012177,legit,,analyst_A,2025-12-31 10:50:09,medium
TXN-2006719,legit,,analyst_B,2025-12-31 11:08:57,high
TXN-2010220,legit,,analyst_A,2025-12-31 12:02:14,medium
TXN-2017488,legit,,analyst_B,2025-12-31 12:28:04,low
TXN-2005943,legit,,analyst_B,2025-12-31 12:52:23,medium
TXN-2009840,legit,,analyst_A,2025-12-31 13:06:24,high
TXN-2011204,legit,,analyst_A,2025-12-31 14:33:22,low
TXN-2004254,legit,,analyst_B,2025-12-31 15:16:11,low
TXN-2002553,legit,,analyst_B,2025-12-31 17:09:17,medium
TXN-2020757,legit,,analyst_B,2025-12-31 17:09:24,low
TXN-2009041,legit,,analyst_B,2025-12-31 17:55:18,high
TXN-2009151,legit,,analyst_B,2025-12-31 18:20:16,high
TXN-2016628,legit,,analyst_B,2025-12-31 18:42:21,medium
TXN-2012463,legit,,analyst_A,2025-12-31 22:01:52,medium
TXN-2023008,legit,,analyst_B,2025-12-31 22:15:05,high
TXN-2000078,legit,,analyst_B,2025-12-31 22:42:20,low
TXN-2008964,legit,,analyst_B,2025-12-31 23:56:16,medium
TXN-2010760,legit,,analyst_A,2026-01-01 00:44:06,high
TXN-2016161,legit,,analyst_B,2026-01-01 01:55:11,medium
TXN-2014037,legit,,analyst_B,2026-01-01 02:16:21,high
TXN-2022153,legit,,analyst_A,2026-01-01 02:31:56,high
TXN-2017051,legit,,analyst_A,2026-01-01 03:15:43,medium
TXN-2021580,legit,,analyst_B,2026-01-01 04:17:41,high
TXN-2014434,legit,,analyst_B,2026-01-01 04:25:33,high
TXN-2008113,legit,,analyst_B,2026-01-01 05:15:47,high
TXN-2016088,legit,,analyst_B,2026-01-01 06:46:17,high
TXN-2023082,legit,,analyst_B,2026-01-01 06:55:02,medium
TXN-2022165,legit,,analyst_B,2026-01-01 06:58:40,high
TXN-2022489,legit,,analyst_A,2026-01-01 07:32:25,medium
TXN-2010715,legit,,analyst_B,2026-01-01 08:38:14,high
TXN-2018395,legit,,analyst_B,2026-01-01 08:40:16,medium
TXN-2013406,legit,,analyst_A,2026-01-01 09:06:44,medium
TXN-2016612,legit,,analyst_B,2026-01-01 09:22:29,high
TXN-2008244,legit,,analyst_B,2026-01-01 09:24:11,medium
TXN-2001452,legit,,analyst_A,2026-01-01 10:23:01,high
TXN-2010259,legit,,analyst_B,2026-01-01 10:52:55,high
TXN-2008325,legit,,analyst_A,2026-01-01 11:09:52,medium
TXN-2008909,legit,,analyst_A,2026-01-01 11:24:12,medium
TXN-2023746,legit,,analyst_B,2026-01-01 12:52:15,high
TXN-2019956,legit,,analyst_A,2026-01-01 13:12:39,medium
TXN-2006641,legit,,analyst_A,2026-01-01 13:31:53,high
TXN-2021452,legit,,analyst_B,2026-01-01 13:33:45,high
TXN-2000410,legit,,analyst_A,2026-01-01 14:16:53,medium
TXN-2012020,legit,,analyst_B,2026-01-01 14:26:45,high
TXN-2021074,legit,,analyst_B,2026-01-01 16:22:56,high
TXN-2017969,legit,,analyst_A,2026-01-01 16:26:36,high
TXN-2022548,legit,,analyst_A,2026-01-01 16:38:53,medium
TXN-2003267,legit,,analyst_B,2026-01-01 16:49:48,medium
TXN-2010948,legit,,analyst_B,2026-01-01 17:01:24,high
TXN-2014264,legit,,analyst_B,2026-01-01 17:16:24,low
TXN-2015487,legit,,analyst_B,2026-01-01 17:23:40,low
TXN-2013058,legit,,analyst_A,2026-01-01 17:56:12,high
TXN-2021135,legit,,analyst_B,2026-01-01 18:09:23,high
TXN-2013610,legit,,analyst_B,2026-01-01 18:24:55,high
TXN-2017835,legit,,analyst_A,2026-01-01 18:35:13,low
TXN-2016076,legit,,analyst_A,2026-01-01 21:05:18,medium
TXN-2024083,legit,,analyst_A,2026-01-01 21:22:28,high
TXN-2005378,legit,,analyst_B,2026-01-01 22:32:50,low
TXN-2005211,legit,,analyst_A,2026-01-01 22:49:57,medium
TXN-2008380,legit,,analyst_B,2026-01-01 22:53:02,medium
TXN-2020786,legit,,analyst_A,2026-01-01 23:10:21,high
TXN-2010696,legit,,analyst_A,2026-01-01 23:37:21,high
TXN-2005270,legit,,analyst_A,2026-01-02 00:30:53,medium
TXN-2000197,legit,,analyst_B,2026-01-02 01:42:21,low
TXN-2003814,legit,,analyst_B,2026-01-02 02:13:19,high
TXN-2022884,legit,,analyst_A,2026-01-02 02:19:07,medium
TXN-2012518,legit,,analyst_B,2026-01-02 02:24:44,high
TXN-2007176,legit,,analyst_B,2026-01-02 03:29:31,high
